ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
DESJARDI;18446;DESJARDINS;47.477948, -0.530275;;;;0;;Europe/Paris;1
DEBEAUVO;20135;DE BEAUVOIR;47.528946, -0.6146380000000001;;;;0;;Europe/Paris;0
BELAIR;17130;BEL AIR;47.529838, -0.6069730000000001;;;;0;;Europe/Paris;1
VILVEQ-E;14981;MAIRIE DE VILLEVEQUE;47.559368, -0.422071;;;;0;;Europe/Paris;0
BAUNCE-E;928925;BAUNE CENTRE;47.499283, -0.318599;;;;0;;Europe/Paris;0
AVENEU-E;3623;AVENUE DE L'EUROPE;47.528212, -0.5947990000000001;;;;0;;Europe/Paris;1
MORICI-E;60430;MORICIERE;47.485166, -0.357232;;;;0;;Europe/Paris;0
WHSAU;33727;HAUTS DE SAINT AUBIN;47.492062, -0.5602810000000001;;;;0;;Europe/Paris;0
PONTNOIR;14304;PONT NOIR;47.46384, -0.5628930000000001;;;;0;;Europe/Paris;1
INTREP-E;8993;INTREPIDE;47.44735, -0.5522960000000001;;;;0;;Europe/Paris;0
TURMINIE;2038;TURMINIÈRE;47.566668, -0.5456200000000001;;;;0;;Europe/Paris;0
PRUNIERS;43576;PRUNIERS;47.44906, -0.6026960000000001;;;;0;;Europe/Paris;1
LORETTE;7966;LORETTE;47.451326, -0.5480290000000001;;;;0;;Europe/Paris;0
BIRGTEC;17769;BIRGE;47.474707, -0.5198920000000001;;;;0;;Europe/Paris;1
CROISEE provisoire vers CV;;CROISEE reporté;47.458727, -0.6666890000000001;;;;0;;Europe/Paris;0
GILLIE-E;13563;GILLIER;47.474962, -0.5253170000000001;;;;0;;Europe/Paris;1
CHOUTE-E;22740;CHOUTEAU;47.446118, -0.4967040000000001;;;;0;;Europe/Paris;1
GASPALON;21485;GASPALON;47.453286, -0.5069520000000001;;;;0;;Europe/Paris;0
LILAS-E;17216;LILAS;47.459544, -0.6630410000000001;;;;0;;Europe/Paris;0
ESPJEU-E;1080;MAISON DE LA DANSE;47.488519, -0.5852990000000001;;;;0;;Europe/Paris;1
SMATOF-E;634987;MAIRIE ST MATHURIN SUR LOIRE;47.409472, -0.3222940000000001;;;;0;;Europe/Paris;0
AUBRIA-E;16914;AUBRIAIS;47.51575, -0.6676930000000001;;;;0;;Europe/Paris;0
FFAURE-E;13088;FELIX FAURE;47.485487, -0.5469390000000001;;;;0;;Europe/Paris;0
RIPOLLE;22179;RIPOLLET;47.510907, -0.58881;;;;0;;Europe/Paris;1
ABI-E;931;AVICENNE;47.481266, -0.6888690000000001;;;;0;;Europe/Paris;0
MORLIERE;17581;MORLIÈRE;47.461534, -0.4825120000000001;;;;0;;Europe/Paris;1
NOUE-E;25919;NOUELLE;47.544871, -0.669649;;;;0;;Europe/Paris;1
DUMNACUS;23298;DUMNACUS;47.486392, -0.5920770000000001;;;;0;;Europe/Paris;0
DOLANTIN;225971;DOLANTINES;47.527976, -0.445027;;;;0;;Europe/Paris;0
RENOIR-E;478423;AUGUSTE RENOIR;47.535998, -0.6184250000000001;;;;0;;Europe/Paris;1
LACDMAIN;30379;LAC DE MAINE NAUTIQUE;47.461185, -0.59603;;;;0;;Europe/Paris;1
HIPPODRO;25067;HIPPODROME;47.501229, -0.5074310000000001;;;;0;;Europe/Paris;1
LAJANV-E;31442;JANVRIE;47.504213, -0.6999370000000001;;;;0;;Europe/Paris;0
CAMUS.05;9583;CAMUS;47.485242, -0.5758730000000001;;;;0;;Europe/Paris;1
MAROTT-E;3203;MAROTTIERES;47.53627, -0.5686300000000001;;;;0;;Europe/Paris;0
JOACHIM;890943;JOACHIM DU BELLAY;47.47651, -0.5473700000000001;;;;0;;Europe/Paris;0
ROCHEF-E;13000;LA ROCHEFOUCAULD;47.479428, -0.5567320000000001;;;;0;;Europe/Paris;1
PINELIER;808769;PINELIER;47.52297, -0.7431440000000001;;;;0;;Europe/Paris;0
DSBA-ENT;11739;ZI EST;47.475329, -0.4957200000000001;;;;0;;Europe/Paris;1
MAJUIN5B;39157;MARECHAL JUIN;47.449933, -0.5678790000000001;;;;0;;Europe/Paris;1
PATTON-E;9022;PATTON;47.472122, -0.5930430000000001;;;;0;;Europe/Paris;0
CORNMA-E;575617;CORNE MAIRIE;47.470907, -0.350614;;;;0;;Europe/Paris;0
CHAMBOUR;5924;CHAMPBOUREAU;47.396552, -0.6367170000000001;;;;0;;Europe/Paris;0
VANDE-E;90420;VANDELLANT;47.478277, -0.5208310000000002;;;;0;;Europe/Paris;1
CRBEAU;21760;CROIX DE BEAUVAIS;47.611882, -0.5853230000000001;;;;0;;Europe/Paris;0
LABRUY-E;15826;LA BRUYERE;47.476457, -0.5733450000000001;;;;0;;Europe/Paris;1
MONNAIE;643212;MONNAIE;47.445158, -0.512411;;;;0;;Europe/Paris;0
ANBRUE-E;648185;ANDRE BRUEL;47.526672, -0.4680060000000001;;;;0;;Europe/Paris;1
VANRIE;23633;LA VENRIE;47.421245, -0.569988;;;;0;;Europe/Paris;0
DELACROI;5132;DELACROIX;47.454901, -0.5286270000000001;;;;0;;Europe/Paris;1
MORELE-E;4569;MORELLERIE;47.451234, -0.5448200000000001;;;;0;;Europe/Paris;1
LAFAUV-E;17497;LA FAUVELAIS;47.451961, -0.512129;;;;0;;Europe/Paris;0
GRANMAIS;936827;GRAND MAISON;47.546108, -0.4782740000000001;;;;0;;Europe/Paris;0
JEAN MON;12810;MONNET;47.465634, -0.6014520000000001;;;;0;;Europe/Paris;1
DIX8JUI;2997;18 JUIN MONTREUIL;47.529528, -0.6181280000000001;;;;0;;Europe/Paris;0
TRELCHEV;91830;CHEVALLERIE;47.446107, -0.4586990000000001;;;;0;;Europe/Paris;0
LAUD;1162;BODINIER;47.472656, -0.5532250000000001;;;;0;;Europe/Paris;0
CROISETT;28700;CROISETTE;47.450933, -0.6001210000000001;;;;0;;Europe/Paris;1
CLODOR-E;17722;CLOS DOREAU;47.496336, -0.425149;;;;0;;Europe/Paris;0
ZIBEAU-E;19670;ZI BEAUCOUZE;47.459969, -0.6192900000000001;;;;0;;Europe/Paris;0
STLEONA.;7908;SAINT LEONARD;47.45977, -0.5210710000000001;;;;0;;Europe/Paris;1
SOULCH-E;403251;CHAPELLES SOULAIRES;47.577048, -0.544819;;;;0;;Europe/Paris;0
CLOS9-E;19966;CLOS NEUF;47.422519, -0.5655960000000001;;;;0;;Europe/Paris;1
BUISBE-E;234869;BUISSONS BELLES;47.447951, -0.421034;;;;0;;Europe/Paris;0
2LGAR;11515;LES GARES;47.464494, -0.5553500000000001;;;;0;;Europe/Paris;1
1AARD;5009;AVRILLE - ARDENNE;47.511486, -0.5960120000000001;;;;0;;Europe/Paris;1
CARREAUX;25276;CARREAUX;47.512565, -0.4719440000000001;;;;0;;Europe/Paris;0
VERNEA-E;24578;AURIOL;47.491289, -0.5649350000000001;;;;0;;Europe/Paris;1
STEMARI;3210;JOSEPH WRESINSKI;47.484577, -0.559243;;;;0;;Europe/Paris;0
STEMELAI;787343;SAINT MELAINE;47.370466, -0.4966500000000001;;;;0;;Europe/Paris;0
BEAUVA-E;11101;BEAUVAL;47.451682, -0.5512640000000001;;;;0;;Europe/Paris;0
STJOSEP;23613;SAINT JOSEPH;47.464913, -0.5412450000000001;;;;0;;Europe/Paris;1
GRIMOREL;7975;GRIMORELLE;47.529494, -0.5073070000000001;;;;0;;Europe/Paris;0
TOURAI-E;25515;TOURAINE;47.539126, -0.435316;;;;0;;Europe/Paris;0
I.U.T.-E;844184;IUT;47.480551, -0.602968;;;;0;;Europe/Paris;1
GASNIER;21628;GASNIER;47.48522, -0.5718790000000001;;;;0;;Europe/Paris;1
ESPACE5A;8609;ESPACE ANJOU;47.46739, -0.5203260000000001;;;;0;;Europe/Paris;1
CHAGAL-E;675868;CHAGALL;47.560152, -0.6775820000000001;;;;0;;Europe/Paris;0
CHAPEL-E;5633;CHAPELLES ANDARD;47.468668, -0.383012;;;;0;;Europe/Paris;0
PINSON-E;24131;PINSONS;47.472569, -0.6303130000000001;;;;0;;Europe/Paris;0
CLOTEA-E;834642;CLOTEAU;47.507532, -0.408483;;;;0;;Europe/Paris;0
CHABLA-E;10390;CHAMPS BLANCS;47.517352, -0.4752160000000001;;;;0;;Europe/Paris;1
BSOLEI-E;12061;BEAU SOLEIL;47.426713, -0.72135;;;;0;;Europe/Paris;0
MAIRAVR;11971;MAIRIE D'AVRILLE;47.504486, -0.5899390000000001;;;;0;;Europe/Paris;1
GIRAUDIERE-E;;GIRAUDIERE;47.521254, -0.436;;;;0;;Europe/Paris;0
GAUBLOCA;18625;GAUBOURGS;47.448383, -0.5723880000000001;;;;0;;Europe/Paris;1
VALOR-E;32097;AVRILLE VAL D'OR;47.484836, -0.5853850000000002;;;;0;;Europe/Paris;1
LABARRE;26186;LA BARRE;47.473173, -0.5979510000000001;;;;0;;Europe/Paris;0
VALOR;30790;AVRILLE VAL D'OR;47.484669, -0.584088;;;;0;;Europe/Paris;1
LTACHON;10237;BOURG DE SOULAINES;47.365002, -0.5251490000000001;;;;0;;Europe/Paris;0
CHENAIE;543770;CHENAIE;47.547969, -0.4742940000000001;;;;0;;Europe/Paris;0
PIGEON-E;33819;PIGEON D'OR;47.469058, -0.389172;;;;0;;Europe/Paris;0
LABARRE-CV reporté;;LA BARRE;47.474455, -0.5995640000000001;;;;0;;Europe/Paris;0
BAUDRAI;19950;BAUDRAIRIE;47.438037, -0.5071030000000001;;;;0;;Europe/Paris;1
PONTSCEM;14271;MAIRIE DES PONTS DE CE;47.425251, -0.5252370000000001;;;;0;;Europe/Paris;1
CRVESC-E;485025;CROIX VERTE Scolaire;47.474234, -0.35475;;;;0;;Europe/Paris;0
CARREA-E;19826;CARREAUX;47.512066, -0.4714170000000001;;;;0;;Europe/Paris;0
HULLET-E;33384;HULLETERIES;47.46546, -0.7209080000000001;;;;0;;Europe/Paris;0
FRCEVE-E;15734;CEVERT;47.446567, -0.5436350000000001;;;;0;;Europe/Paris;1
ANDALA-E;587106;GRAND LAUNAY;47.461932, -0.3872110000000001;;;;0;;Europe/Paris;0
JUINGER;694542;JUINGERES;47.499514, -0.412828;;;;0;;Europe/Paris;1
PINEAU-E;330880;PINEAUDIÈRE;47.594116, -0.5382190000000001;;;;0;;Europe/Paris;0
CHESPRUI;244895;CHESNAIE PRUILLÉ;47.56605, -0.678228;;;;0;;Europe/Paris;0
ROMA-AD;28445;SAINTE GEMMES - ROCHE MORNA;47.420236, -0.581478;;;;0;;Europe/Paris;0
SAJACQ-E;10642;SAINT JACQUES;47.473726, -0.5726160000000001;;;;0;;Europe/Paris;1
HUETTERI;899997;HUETTERIE;47.459257, -0.4783390000000001;;;;0;;Europe/Paris;0
MONTEC-E;16464;MONTECLAIR;47.464406, -0.6047970000000001;;;;0;;Europe/Paris;1
PISCJUIG;6185;PISCINE CAMILLE MUFFAT;47.534039, -0.616593;;;;0;;Europe/Paris;1
PLACENEY;18833;PLACE NEY;47.478347, -0.5435340000000001;;;;0;;Europe/Paris;0
BELLCO-E;536209;CORNE BELLEVUE;47.473545, -0.346383;;;;0;;Europe/Paris;0
BASCHESN;652997;BASSE CHESNAIE;47.573899, -0.6774360000000001;;;;0;;Europe/Paris;0
EBLE;18451;EBLE;47.455317, -0.5663190000000001;;;;0;;Europe/Paris;1
PCOUBERT;27982;COUBERTIN;47.462415, -0.532468;;;;0;;Europe/Paris;0
LECORB-E;1502;LE CORBUSIER;47.485453, -0.630886;;;;0;;Europe/Paris;1
PCOUBE-E;6322;COUBERTIN;47.462452, -0.5323140000000001;;;;0;;Europe/Paris;0
FREMON-E;5869;FREMOND;47.485763, -0.5619060000000001;;;;0;;Europe/Paris;0
NDAMELAC;23915;NOTRE DAME DU LAC;47.47964, -0.589814;;;;0;;Europe/Paris;1
FRAVIS-E;882303;COLLEGE FRANCOIS VILLON;47.433313, -0.5214920000000001;;;;0;;Europe/Paris;0
PLOTTI-E;90896;PLOTTIERE;47.522402, -0.6107250000000001;;;;0;;Europe/Paris;1
BRGPAI-E;12036;BOURG DE PAILLE;47.474869, -0.624666;;;;0;;Europe/Paris;1
BAHONN-E;1159;BAHONNEAU;47.453429, -0.4829500000000001;;;;0;;Europe/Paris;0
JEROSTAN;10465;ROSTAND;47.434262, -0.5137640000000001;;;;0;;Europe/Paris;1
ZIBEAUC;23205;ZI BEAUCOUZE;47.460025, -0.6193390000000001;;;;0;;Europe/Paris;0
LAFA8-E;6452;PLACE LA FAYETTE;47.460311, -0.5548520000000001;;;;0;;Europe/Paris;1
DESER-E;60376;DE SERRE;47.477763, -0.6147650000000001;;;;0;;Europe/Paris;0
BOHABRAI;38658;ROUTE DE BRAIN;47.421427, -0.399269;;;;0;;Europe/Paris;0
CARMET-E;16860;JEAN CARMET;47.400575, -0.5431480000000001;;;;0;;Europe/Paris;1
ROCHMAR;573094;ROCHE MAROTTE;47.447421, -0.5191730000000001;;;;0;;Europe/Paris;0
SOULECOL;51293;ECOLE DE SOULAINES;47.36587, -0.5215550000000001;;;;0;;Europe/Paris;0
DAGUVA-E;863802;DAGUENIERE VAL D'AUTHION;47.419284, -0.428108;;;;0;;Europe/Paris;0
JEANROST;369358;JEAN ROSTAND;47.448817, -0.501141;;;;0;;Europe/Paris;0
THULEA-E;18543;THULEAU;47.476548, -0.5280930000000001;;;;0;;Europe/Paris;1
PARCGARE;1681;GARENNE;47.47834, -0.5766530000000001;;;;0;;Europe/Paris;1
FROMIO-E;678514;FROMIOUX;47.509993, -0.716868;;;;0;;Europe/Paris;0
GDMAINE;14612;GRAND MAINE;47.467608, -0.5930250000000001;;;;0;;Europe/Paris;1
TRELAZE;25775;TRELAZE QUANTINIERE;47.458759, -0.4744450000000001;;;;0;;Europe/Paris;1
STSMAIR;833473;MAIRIE DE SAINT SYLVAIN;47.519887, -0.4707050000000001;;;;0;;Europe/Paris;1
MEMBALZA;949595;ECOLE BALZAC;47.557005, -0.6720860000000001;;;;0;;Europe/Paris;0
SARRCIME;1249;CIMETIERE DE SARRIGNE;47.501537, -0.387406;;;;0;;Europe/Paris;1
RTEHAU-E;427868;ROUTE DES HAUTES CHAPELLES;47.476088, -0.381921;;;;0;;Europe/Paris;0
CHABOLAI;483245;CHABOLAIS;47.495699, -0.5064020000000001;;;;0;;Europe/Paris;1
INTERMIL;3434;INTERMARCHE;47.454588, -0.5348020000000001;;;;0;;Europe/Paris;1
MONCEAU;698763;MONCEAU;47.472424, -0.389729;;;;0;;Europe/Paris;0
POINCA-E;19244;POINCARE;47.500257, -0.5896650000000001;;;;0;;Europe/Paris;1
RUAU;279260;RUAU;47.42432, -0.3987010000000001;;;;0;;Europe/Paris;0
ECUILL;3505;ECUILLE;47.616506, -0.5609670000000001;;;;0;;Europe/Paris;0
MVIGNE;358268;MARCEL VIGNE;47.475012, -0.5821920000000002;;;;0;;Europe/Paris;1
VIRELE-E;976747;VIRELET;47.478638, -0.34019;;;;0;;Europe/Paris;0
AUBEPI-E;9385;AUBEPINE;47.461562, -0.4958990000000001;;;;0;;Europe/Paris;1
SPOT-E;914780;GERMAINE TILLION;47.536742, -0.627917;;;;0;;Europe/Paris;1
WBRO-E;13554;BOIS DU ROY;47.499605, -0.5828770000000001;;;;0;;Europe/Paris;0
CHAUVE;60539;CHAUVELAIE;47.436533, -0.5843720000000001;;;;0;;Europe/Paris;0
ESPAC-AR;301948;ESPACE ANJOU;47.468151, -0.5260700000000001;;;;0;;Europe/Paris;1
GROLLIER;29484;GROLIERE;47.353945, -0.5274560000000001;;;;0;;Europe/Paris;0
ALLONN-E;5460;ALLONNEAU;47.485272, -0.5268130000000001;;;;0;;Europe/Paris;1
RASPAIL;3803;RASPAIL;47.474927, -0.570096;;;;0;;Europe/Paris;0
VEILLE-E;184735;VEILLEROT;47.523612, -0.4731010000000001;;;;0;;Europe/Paris;0
STLEGM-E;719471;MAIRIE DE SAINT LEGER;47.459138, -0.710053;;;;0;;Europe/Paris;0
BIOP-E;48952;BIOPOLE;47.482015, -0.4962820000000001;;;;0;;Europe/Paris;1
GGESSAND;18970;GEORGE SAND;47.433139, -0.5196210000000001;;;;0;;Europe/Paris;1
LYCJMO-E;6081;JEAN MOULIN;47.492224, -0.5518310000000001;;;;0;;Europe/Paris;1
VICTHU-E;7901;VICTOR HUGO;47.522093, -0.4695660000000001;;;;0;;Europe/Paris;0
AUTHION;22482;AUTHION;47.431515, -0.5283980000000001;;;;0;;Europe/Paris;1
ATOLL;21638;L'ATOLL;47.483026, -0.6322540000000001;;;;0;;Europe/Paris;0
VIELLMAI;21047;VIEILLE MAINE;47.529842, -0.5278210000000001;;;;0;;Europe/Paris;0
SCAMURS;775738;SCANIA MURS ERIGNE;47.383757, -0.5490260000000001;;;;0;;Europe/Paris;0
JEAN-23;791499;JEAN XXIII;47.448324, -0.563741;;;;0;;Europe/Paris;1
LEOLA2-E;5985;LEO LAGRANGE;47.447816, -0.5103520000000001;;;;0;;Europe/Paris;1
LACACC-E;16598;MAISON DE L'ENVIRONNEMENT;47.46405, -0.5943290000000001;;;;0;;Europe/Paris;1
LOHUIT;5526;LORRAINE;47.470224, -0.5471490000000001;;;;0;;Europe/Paris;1
1CAPU;29904;CAPUCINS;47.486888, -0.5552330000000001;;;;0;;Europe/Paris;1
PELLERI;10802;PELLERINIERE;47.460693, -0.4882330000000001;;;;0;;Europe/Paris;1
ROCEPI-E;17525;ROC EPINE;47.480265, -0.5758070000000001;;;;0;;Europe/Paris;1
LAJANVRI;29429;JANVRIE;47.504017, -0.6996540000000001;;;;0;;Europe/Paris;0
TALET-E;453380;TALET;47.476182, -0.5476940000000001;;;;0;;Europe/Paris;1
SAULAIE;530410;SAULAIE;47.528964, -0.4878700000000001;;;;0;;Europe/Paris;0
CHAPE-E;822070;CHAPELLES;47.468641, -0.382972;;;;0;;Europe/Paris;0
PINEAUDI;370444;PINEAUDIÈRE;47.594372, -0.5381850000000001;;;;0;;Europe/Paris;0
MACURIE;12294;MARIE CURIE;47.433308, -0.5165550000000001;;;;0;;Europe/Paris;1
LABROSSE;11507;BROSSE;47.532539, -0.5220990000000001;;;;0;;Europe/Paris;0
PELLER-E;13867;PELLERINIERE;47.460197, -0.4873900000000001;;;;0;;Europe/Paris;1
MILLCO-E;18612;MILLOT SCOLAIRE;47.456899, -0.5334420000000001;;;;0;;Europe/Paris;0
RTEPAR-E;19337;ROUTE DE PARIS;47.489743, -0.507372;;;;0;;Europe/Paris;1
BARRA;21480;BARRA;47.483717, -0.5639300000000002;;;;0;;Europe/Paris;1
ALSA-R;210951;ALSACE;47.470226, -0.5503860000000002;;;;0;;Europe/Paris;0
GOURON-E;1177;GOURONNIERES;47.483126, -0.5693710000000001;;;;0;;Europe/Paris;1
PELSTA-E;22112;STADE DE PELLOUAILLES;47.523349, -0.438834;;;;0;;Europe/Paris;0
LORPLM;22199;L'ORÉE PLESSIS MACÉ;47.54263, -0.6724040000000001;;;;0;;Europe/Paris;0
DOMVATER;266184;DOMAINE DU VAL;47.536643, -0.6247900000000001;;;;0;;Europe/Paris;1
GDPRES-E;18745;GRAND PRESSOIR;47.399489, -0.528167;;;;0;;Europe/Paris;0
MONPLAIS;4795;MONPLAISIR;47.49115, -0.5282970000000001;;;;0;;Europe/Paris;1
GUILLAU;785925;GUILLAUMIERE;47.533051, -0.6718430000000001;;;;0;;Europe/Paris;0
MALAQU-E;27851;MALAQUAIS;47.444013, -0.4902410000000001;;;;0;;Europe/Paris;1
ARCEAU;15889;ARCEAU;47.471079, -0.5197830000000001;;;;0;;Europe/Paris;1
BOHASA-E;429073;CHEMIN SALETTE;47.424605, -0.389309;;;;0;;Europe/Paris;0
SECUSOCI;26877;SECURITE SOCIALE;47.46912, -0.5401880000000001;;;;0;;Europe/Paris;1
STMANS-E;8978;BANCHAIS;47.485481, -0.5105330000000001;;;;0;;Europe/Paris;0
MORICIER;359213;MORICIERE;47.485096, -0.357342;;;;0;;Europe/Paris;0
VILLENEU;25376;VILLENEUVE;47.508334, -0.435058;;;;0;;Europe/Paris;0
CLAIE-E;360007;CLAIE;47.460717, -0.6270380000000001;;;;0;;Europe/Paris;1
ROFOUL-E;627992;ROCHE FOULQUES;47.575918, -0.4553650000000001;;;;0;;Europe/Paris;0
GUILL-E;484479;GUILLAUMIERE;47.533142, -0.671734;;;;0;;Europe/Paris;0
GRCARREA;7000;ARENA LOIRE;47.44346, -0.4786900000000001;;;;0;;Europe/Paris;1
REPUBL-E;6777;REPUBLIQUE;47.471694, -0.5538590000000001;;;;0;;Europe/Paris;1
STAUBI-E;31700;FOCH SAINT AUBIN;47.468146, -0.5510440000000001;;;;0;;Europe/Paris;1
GAUBOUR5;29955;GAUBOURGS;47.447972, -0.5724480000000001;;;;0;;Europe/Paris;1
BMARZELL;29922;BASSE MARZELLE;47.341845, -0.5245990000000001;;;;0;;Europe/Paris;0
FORGES-E;1732;FORGES;47.386304, -0.645229;;;;0;;Europe/Paris;0
2PMAY;4961;PLATEAU MAYENNE;47.49576, -0.5799400000000001;;;;0;;Europe/Paris;1
BRASSENS;351;BRASSENS;47.494139, -0.5864390000000002;;;;0;;Europe/Paris;1
GALLIENI;16963;PLACE DE L'EUROPE;47.486083, -0.528696;;;;0;;Europe/Paris;0
GDPERI-E;4875;GRAND PERIGNE;47.473909, -0.6146590000000001;;;;0;;Europe/Paris;1
MURSERIG;22074;MURS ERIGNE;47.395497, -0.555668;;;;0;;Europe/Paris;0
GEMMET-E;5906;GEMMETRIE ESAIP;47.463218, -0.4993210000000001;;;;0;;Europe/Paris;1
ABI;180;AVICENNE;47.481296, -0.6884100000000001;;;;0;;Europe/Paris;0
DUREL2-E;631634;DURELLERIES 2;47.431119, -0.6418690000000001;;;;0;;Europe/Paris;0
PETLANDE;11977;PETITE LANDE;47.550843, -0.5802250000000001;;;;0;;Europe/Paris;0
EVENTA-T;805219;EVENTARD;47.496874, -0.5149980000000001;;;;0;;Europe/Paris;1
1FMBL;11327;FOCH MAISON BLEUE;47.468992, -0.5497560000000001;;;;0;;Europe/Paris;1
LABUISSA;24161;LA BUISSAIE;47.396104, -0.552;;;;0;;Europe/Paris;1
VALEO-E;6240;VALEO;47.501925, -0.5170470000000001;;;;0;;Europe/Paris;1
SBARTHEL;11134;SAINT BARTHELEMY;47.472615, -0.4858710000000001;;;;0;;Europe/Paris;1
2CAPU;3726;CAPUCINS;47.486819, -0.555139;;;;0;;Europe/Paris;1
BARRA -E;2442;BARRA;47.483823, -0.5637290000000001;;;;0;;Europe/Paris;1
GERICA-E;2160;GERICAULT;47.459861, -0.5236810000000001;;;;0;;Europe/Paris;1
SEPSONET;12415;7 SONNETTES;47.486085, -0.514785;;;;0;;Europe/Paris;1
LAROCHE;5358;LA ROCHE;47.4581, -0.6569340000000001;;;;0;;Europe/Paris;0
SAVARY-E;22138;SAVARY;47.47347, -0.5413240000000001;;;;0;;Europe/Paris;1
CCADE-IR;669054;CROIX CADEAU;47.517612, -0.6080190000000001;;;;0;;Europe/Paris;1
SCHWAL-E;32531;SCHWALBACH;47.504045, -0.6025070000000001;;;;0;;Europe/Paris;1
STTERESE;2068;SAINTE THERESE;47.480857, -0.5643290000000001;;;;0;;Europe/Paris;1
LAMART-E;2631;LAREVELLIERE;47.471309, -0.533634;;;;0;;Europe/Paris;1
FRATE-E;71441;FRATERNITE;47.490839, -0.5616830000000002;;;;0;;Europe/Paris;1
CARLINNE;20077;LINNE;47.446561, -0.5475920000000001;;;;0;;Europe/Paris;0
ANDALAUN;544772;GRAND LAUNAY;47.461916, -0.387439;;;;0;;Europe/Paris;0
CESARGEO;66;CÉSAR GEOFFRAY;47.458645, -0.5459340000000001;;;;0;;Europe/Paris;1
QVENTS-E;15898;QUATRE VENTS;47.497096, -0.420865;;;;0;;Europe/Paris;0
ECHATS;24869;ECHATS;47.480706, -0.632067;;;;0;;Europe/Paris;1
PRINCE;31844;PRINCE;47.389523, -0.525723;;;;0;;Europe/Paris;0
RAMON-E;285473;RAMON;47.486515, -0.5380440000000001;;;;0;;Europe/Paris;1
GOURONNI;19767;GOURONNIERES;47.482974, -0.5694430000000001;;;;0;;Europe/Paris;1
GAREBOUC;13972;GARE DE BOUCHEMAINE;47.416637, -0.6147440000000001;;;;0;;Europe/Paris;1
MONTCA-E;18547;MONT CASSIN;47.447152, -0.5695760000000001;;;;0;;Europe/Paris;1
DAVIERES;463464;DAVIERES;47.583186, -0.4778640000000001;;;;0;;Europe/Paris;0
DUMESNIL;4581;DUMESNIL;47.473868, -0.5675640000000001;;;;0;;Europe/Paris;1
STSYCHVE;74046;SAINT SYLVAIN;47.525157, -0.4608130000000001;;;;0;;Europe/Paris;1
GUERAN-E;12246;GUERANDAIS;47.527309, -0.748562;;;;0;;Europe/Paris;0
VAURAG-E;22290;VAURAGERE;47.472796, -0.6355260000000001;;;;0;;Europe/Paris;1
DEUCROIX;31483;2 CROIX;47.475081, -0.5291020000000001;;;;0;;Europe/Paris;1
P-ANJOU;24330;PETIT ANJOU;47.444976, -0.6152640000000001;;;;0;;Europe/Paris;0
LOUET;10203;LOUET;47.412223, -0.523611;;;;0;;Europe/Paris;0
VILLES-E;26023;VILLESICARD;47.452417, -0.5383890000000001;;;;0;;Europe/Paris;0
ANDARESA;293715;REZEAU;47.46794, -0.378963;;;;0;;Europe/Paris;0
MURS-AR;478864;MURS ERIGNE;47.395472, -0.5556460000000001;;;;0;;Europe/Paris;1
LACOUD-E;19006;LA COUDRE;47.460484, -0.7103270000000002;;;;0;;Europe/Paris;1
PATIO;680234;PATIO;47.510719, -0.6517960000000002;;;;0;;Europe/Paris;0
BLANDE-E;2217;BLANDEAU;47.457386, -0.543217;;;;0;;Europe/Paris;1
GERI25;4572;GRANDS RUAUX;47.565824, -0.5557580000000001;;;;0;;Europe/Paris;0
CHEMNOI-CV;;CHEMIN NOIR;47.529451, -0.5910060000000001;;;;0;;Europe/Paris;0
RODIN-E;399230;RODIN;47.476076, -0.6257090000000001;;;;0;;Europe/Paris;1
LECOTEAU;25663;LE COTEAU;47.398239, -0.5486740000000001;;;;0;;Europe/Paris;1
FOUSSE-E;25785;FOUSSEAUX;47.515807, -0.4686310000000001;;;;0;;Europe/Paris;0
BEAULI-E;12880;BEAULIEU;47.495464, -0.43667;;;;0;;Europe/Paris;0
WPMA-E;53276;PLATEAU MAYENNE;47.496335, -0.5792630000000001;;;;0;;Europe/Paris;0
LBALUE-E;28840;BALUÈRES;47.37763, -0.5248510000000001;;;;0;;Europe/Paris;0
WPMAY;77362;PLATEAU MAYENNE;47.495882, -0.5803580000000002;;;;0;;Europe/Paris;0
OFFTOU-E;3776;OFFICE DE TOURISME;47.469181, -0.5575850000000001;;;;0;;Europe/Paris;1
PERAUDIE;11921;PERRAUDIERE ZA;47.436242, -0.7000400000000001;;;;0;;Europe/Paris;0
JEHUEZ;13375;JEAN HUEZ;47.530829, -0.5943920000000001;;;;0;;Europe/Paris;0
PLACEN-E;19486;PLACE NEY;47.478569, -0.5430980000000001;;;;0;;Europe/Paris;0
DUBELL-2;646719;DU BELLAY;47.492208, -0.5133920000000001;;;;0;;Europe/Paris;1
MAISRO-E;17645;MAISONS ROUGES;47.474413, -0.5118090000000001;;;;0;;Europe/Paris;1
MONTAIG;11328;MONTAIGNE;47.469571, -0.531862;;;;0;;Europe/Paris;1
ETAS;32370;ETAS;47.524535, -0.619971;;;;0;;Europe/Paris;0
ESA-E;19309;ESA;47.458957, -0.5453540000000001;;;;0;;Europe/Paris;1
TRELA-AR;749046;TRELAZE QUANTINIERE;47.459869, -0.4755280000000001;;;;0;;Europe/Paris;1
BOHABR-E;377290;ROUTE DE BRAIN;47.421471, -0.3991140000000001;;;;0;;Europe/Paris;0
